character_id,ability,synergy_tag,synergy_type,ability_text
Rescue,ultimate,P.E.G.A.S.U.S.,ally,"Tech Shield  Steal 5% Health from each target and redistribute 500% of the Health stolen to self and all P.E.G.A.S.U.S. allies. This bypasses Heal Block.

Barrier self and all allies for 15% of this character's Max Health.

Apply 2 Regeneration to self and all allies.
Apply 2 Deathproof and 2 Deflect to self and all P.E.G.A.S.U.S. allies. Level Required: 68  t4 confidence 36.1%"
Rescue,ultimate,Tech,enemy,"Tech Shield  Steal 5% Health from each target and redistribute 500% of the Health stolen to self and all P.E.G.A.S.U.S. allies. This bypasses Heal Block.

Barrier self and all allies for 15% of this character's Max Health.

Apply 2 Regeneration to self and all allies.
Apply 2 Deathproof and 2 Deflect to self and all P.E.G.A.S.U.S. allies. Level Required: 68  t4 confidence 36.1%"
Rhino,passive,Superior Six,enemy,"Stampede  Attack primary and adjacent targets for 380% damage.
Apply Taunt to the primary target.

If this character has 2 or more SUPERIOR SIX allies, fill Speed Bar for self by 75%. Level Required: 70  t4 confidence 13.8%"
RocketRaccoon,passive,Guardian,enemy,"Maximum Damage  Attack all enemies for 310% Piercing.
Gain 2 Counter.

If Groot is an ally:
 > Flip all negative effects on self and Groot.
 > Apply 2 Counter to self, all GUARDIAN, and all STARJAMMER allies.
 > This attack ignores Defense Up, is Unavoidable, and cannot be blocked. Level Required: 70  t4 confidence 38.2%"
RocketRaccoon,passive,Starjammer,enemy,"Maximum Damage  Attack all enemies for 310% Piercing.
Gain 2 Counter.

If Groot is an ally:
 > Flip all negative effects on self and Groot.
 > Apply 2 Counter to self, all GUARDIAN, and all STARJAMMER allies.
 > This attack ignores Defense Up, is Unavoidable, and cannot be blocked. Level Required: 70  t4 confidence 38.2%"
RocketRaccoon,ultimate,Starjammer,self,"Pretty Good Plan  Attack primary target for 350% damage + 8% Crit Chance per STARJAMMER ally.

Apply Taunt for 2 turns and Immunity for 2 turns to a random Groot ally.

Call a random Groot ally to attack the primary target. Gain an Assist from a random ally.

If this character has 4 or more STARJAMMER allies, this attack is Unavoidable and cannot be blocked. Level Required: 68  t4 confidence 31.7%"
Rogue,basic,Mutant,enemy,"A Southern belle with the mutant power to drain her enemies through physical touch, Rogue tears down her foes' defenses and protects her allies."
Rogue,ultimate,Horseman,enemy,"Mega Punch  Clear all Barrier on the primary target + attack for 300% damage.
If primary target did not have Barrier, Bonus Attack for 300% damage. If this character has 1 or more HORSEMAN or Apocalypse allies, always Bonus Attack for 300% damage + gain 25% Crit Chance for each HORSEMAN or Apocalypse ally for this attack. Level Required: 75  t4 confidence 83.9%"
Ronan,basic,Kree,ally,A Kree fanatic who summons Kree minions while denying the abilities of his foes with brutal strikes.
Ronan,ultimate,Kree,enemy,"Judgment  Summon 2 KREE allies at 340% normal Damage and 100% of normal Health. Clear 2 negative effects from all allies.
Possible Summons: 
> Kree Reaper
> Kree Noble Level Required: 68  t4 confidence 9.3%"
Ronin,special,Avenger,self,"Vengeful Strikes  Attack primary target for 250% Piercing. Chain to 1 adjacent target for 230% Piercing.

When this character performs a Counterattack or Assist, they reduce Speed Bar for primary target by 5% + 5% per NEW AVENGER ally.

Counterattack breaks this Chain.
This attack cannot be blocked. Level Required: 65  t4 confidence 17.7%"
Ronin,special,New Avenger,self,"Vengeful Strikes  Attack primary target for 250% Piercing. Chain to 1 adjacent target for 230% Piercing.

When this character performs a Counterattack or Assist, they reduce Speed Bar for primary target by 5% + 5% per NEW AVENGER ally.

Counterattack breaks this Chain.
This attack cannot be blocked. Level Required: 65  t4 confidence 17.7%"
SamWilson,basic,Avenger,ally,"Taking up the mantle of Captain America, Sam Wilson uses his legendary shield to protect and inspire others, granting bonuses to Avenger and Skill allies."
SamWilson,basic,Legendary,ally,"Taking up the mantle of Captain America, Sam Wilson uses his legendary shield to protect and inspire others, granting bonuses to Avenger and Skill allies."
SamWilson,basic,Skill,ally,"Taking up the mantle of Captain America, Sam Wilson uses his legendary shield to protect and inspire others, granting bonuses to Avenger and Skill allies."
SamWilson,passive,Avenger,ally,"Stars and Stripes  Gain Taunt for 2 turns.
Gain +3 Deflect and +3 Counter, up to a maximum of 5.

Apply Defense Up to self and all allies.
Apply Speed Up to self and all LIBERTY, AVENGER, and SKILL allies.

Generate 1 Ability Energy for 2 random non-summoned allies.

Generate 1 Ability Energy for 2-3 random non-summoned LIBERTY or SKILL allies.

Gain an assist from a random non-summoned SKILL ally. Level Required: 68  t4 confidence 54.0%"
SamWilson,passive,Liberty,ally,"Stars and Stripes  Gain Taunt for 2 turns.
Gain +3 Deflect and +3 Counter, up to a maximum of 5.

Apply Defense Up to self and all allies.
Apply Speed Up to self and all LIBERTY, AVENGER, and SKILL allies.

Generate 1 Ability Energy for 2 random non-summoned allies.

Generate 1 Ability Energy for 2-3 random non-summoned LIBERTY or SKILL allies.

Gain an assist from a random non-summoned SKILL ally. Level Required: 68  t4 confidence 54.0%"
SamWilson,passive,Skill,ally,"Stars and Stripes  Gain Taunt for 2 turns.
Gain +3 Deflect and +3 Counter, up to a maximum of 5.

Apply Defense Up to self and all allies.
Apply Speed Up to self and all LIBERTY, AVENGER, and SKILL allies.

Generate 1 Ability Energy for 2 random non-summoned allies.

Generate 1 Ability Energy for 2-3 random non-summoned LIBERTY or SKILL allies.

Gain an assist from a random non-summoned SKILL ally. Level Required: 68  t4 confidence 54.0%"
Sasquatch,basic,Gamma,ally,"Dr. Walter Langkowski attempts to replicate Bruce Banner's Gamma Radiation experiments led to him transforming into the gigantic, furry, super powered Sasquatch!"
Sasquatch,special,Alpha Flight,ally,"Savage Strike  Attack primary target for 280% damage.

In RAIDS and on WAR DEFENSE, clear 1 random negative effect from self and all ALPHA FLIGHT allies.

Gain Defense Up for 1 turn and 2 Deflect. Level Required: 65  t4 confidence 32.5%"
Sasquatch,ultimate,Alpha Flight,ally,"Rocky Pummel  Clear all Barrier on all enemies.

Attack the primary target for 350% damage + apply +1 Slow, up to a maximum of 3 + reduce Speed Bar by 100%.

Apply Safeguard to self and all ALPHA FLIGHT allies. Level Required: 68  t4 confidence 39.5%"
Satana,passive,Accursed,ally,"Devour Essence  Steal 11% Health from the primary target and redistribute 300% of the Health stolen to self and all ACCURSED allies. This bypasses Heal Block. Flip 1 positive effect into a negative effect on the primary target. If the primary target does not have any positive effects, apply Trauma.

Repeat this attack 1 additional time + 1 additional time for each ACCURSED ally.
This can repeat up to a maximum 3 times.
In CRUCIBLE, this can repeat up to a maximum of 4 times, instead.

This attack ignores passives that trigger when a character drops below a certain Health.
Each attack redistributes a maximum of 25% of this character's Max Health.

Flip all Vulnerable to Defense Up for self and all VILLAIN allies.
Flip all negative effects on self and all ACCURSED allies to Evade.
If this character's Health is above 50%, apply Immunity for 2 turns to self and all ACCURSED allies.

Clear all Battlefield Effects on the allied side. This attack cannot be dodged. Level Required: 70  t4 confidence 38.8%"
Satana,passive,Villain,ally,"Devour Essence  Steal 11% Health from the primary target and redistribute 300% of the Health stolen to self and all ACCURSED allies. This bypasses Heal Block. Flip 1 positive effect into a negative effect on the primary target. If the primary target does not have any positive effects, apply Trauma.

Repeat this attack 1 additional time + 1 additional time for each ACCURSED ally.
This can repeat up to a maximum 3 times.
In CRUCIBLE, this can repeat up to a maximum of 4 times, instead.

This attack ignores passives that trigger when a character drops below a certain Health.
Each attack redistributes a maximum of 25% of this character's Max Health.

Flip all Vulnerable to Defense Up for self and all VILLAIN allies.
Flip all negative effects on self and all ACCURSED allies to Evade.
If this character's Health is above 50%, apply Immunity for 2 turns to self and all ACCURSED allies.

Clear all Battlefield Effects on the allied side. This attack cannot be dodged. Level Required: 70  t4 confidence 38.8%"
Satana,special,Accursed,ally,"Burning Touch  Attack primary target for 160% Piercing.

Steal 10% Health from the primary target and redistribute 150% of the Health stolen to self and all ACCURSED allies. This bypasses Heal Block.

In CRUCIBLE, if this character's Health is above 50%, reduce the duration of all negative effects on self and all ACCURSED allies by 1 (Any negative effect that has a duration of 0 expires instantly, including Trauma).

This attack ignores passives that trigger when a character drops below a certain Health.
This attack redistributes a maximum of 25% of this character's Max Health. Level Required: 65  t4 confidence 37.0%"
Satana,ultimate,Accursed,enemy,"Soul Drain  Steal 10% Health from all enemies and redistribute 150% of the Health stolen to self and all ACCURSED allies. This bypasses Heal Block.

Repeat this attack once.
In CRUCIBLE, if this character has 2 or more ACCURSED allies, repeat this attack 2 times instead.

This attack ignores passives that trigger when a character drops below a certain Health.
Each attack redistributes a maximum of 25% of this character's Max Health.

Enemies killed by this attack cannot be revived.

Clear all Battlefield Effects on the allied side.

This attack cannot be blocked. Level Required: 68  t4 confidence 35.2%"
ScarletWitch,basic,CONTROLLER,ally,A mystical controller that prolongs negative effects and redistributes health across her teammates.
ScientistSupreme,passive,A.I.M.,enemy,"Retro Vaccination  Heal self and all allies for 20% of this character's Max Health. In RAIDS, heal for 30% instead.

For all enemies and all non-A.I.M. and non-ORCHIS allies:
 > Apply Offense Down for 2 turns.
 > Apply Defense Down for 2 turns.
 > Apply Slow for 2 turns.
 > In RAIDS, apply Trauma.

Apply Speed Up for 2 turns to self and all ORCHIS allies.

This attack is Unavoidable and gains +500% Extra Focus. Level Required: 70  t4 confidence 44.9%"
ScientistSupreme,passive,Orchis,enemy,"Retro Vaccination  Heal self and all allies for 20% of this character's Max Health. In RAIDS, heal for 30% instead.

For all enemies and all non-A.I.M. and non-ORCHIS allies:
 > Apply Offense Down for 2 turns.
 > Apply Defense Down for 2 turns.
 > Apply Slow for 2 turns.
 > In RAIDS, apply Trauma.

Apply Speed Up for 2 turns to self and all ORCHIS allies.

This attack is Unavoidable and gains +500% Extra Focus. Level Required: 70  t4 confidence 44.9%"
ScientistSupreme,ultimate,A.I.M.,ally,"Field Trials  Flip all negative effects into positive effects on self and all allies.

For this character and all A.I.M. and ORCHIS allies:
 > Apply Regeneration for 2 turns.
 > Apply Immunity for 1 turn.
 > Increase the duration of all positive effects by +1, up to a maximum of 3.

Heal self and all allies for 15% of this character's Max Health. Level Required: 68  t4 confidence 48.9%"
ScientistSupreme,ultimate,Orchis,ally,"Field Trials  Flip all negative effects into positive effects on self and all allies.

For this character and all A.I.M. and ORCHIS allies:
 > Apply Regeneration for 2 turns.
 > Apply Immunity for 1 turn.
 > Increase the duration of all positive effects by +1, up to a maximum of 3.

Heal self and all allies for 15% of this character's Max Health. Level Required: 68  t4 confidence 48.9%"
Scorpion,passive,Infestation,ally,"Spray and Prey  If this character has 2 INSIDIOUS SIX allies or 4 INFESTATION allies: 
 > Reduce the duration of Safeguard by 2 on all enemies.
 > Reduce the duration of all positive effects by 2 on all enemies with Bleed.

Attack all enemies for 300% Piercing + apply 3 Bleed for 2 turns.

If this character has 2 INSIDIOUS SIX allies, this attack cannot be blocked. Level Required: 70  t4 confidence 47.1%"
Scorpion,passive,Insidious,ally,"Spray and Prey  If this character has 2 INSIDIOUS SIX allies or 4 INFESTATION allies: 
 > Reduce the duration of Safeguard by 2 on all enemies.
 > Reduce the duration of all positive effects by 2 on all enemies with Bleed.

Attack all enemies for 300% Piercing + apply 3 Bleed for 2 turns.

If this character has 2 INSIDIOUS SIX allies, this attack cannot be blocked. Level Required: 70  t4 confidence 47.1%"
Scream,basic,CONTROLLER,ally,The vicious Scream is a Symbiote Controller who clears positive effects from her foes.
Scream,basic,Symbiote,ally,The vicious Scream is a Symbiote Controller who clears positive effects from her foes.
Scream,special,Symbiote,enemy,"Symbiote Swipes  Attack primary target for 250% damage + apply Bleed + clear 1 positive effect. Chain to 2 adjacent targets for 200% damage + apply Bleed and clear 1 positive effect.

This attack can Chain to Stealth targets. Counterattack breaks this Chain. Level Required: 65  t4 confidence 43.3%"
SebastianShaw,ultimate,Hellfire,ally,"Explosive Redirection  Clear all Barrier on all enemies.
Attack all enemies for 350% damage. If Charged, damage is increased by 125%.

If this character has 3 or more HELLFIRE CLUB allies:
 > Apply Heal Block for 2 turns and Defense Down for 2 turns to all enemies.
 > Reduce Speed Bar of all enemies by 5%.

Gain Taunt.
Barrier self and all HELLFIRE CLUB allies for 30% of this character Max Health.
Apply Defense Up for 2 turns and Safeguard for 2 turns to self and all HELLFIRE CLUB allies.

Fill Speed Bar by 35% for a random Emma Frost ally.

While Charged, this attack is Unavoidable and cannot be blocked or counterattacked. Level Required: 68  t4 confidence 43.9%"
Sentinel,special,Orchis,enemy,"Sentinel Blast  Attack primary target for 270% damage + apply Offense Down.

Apply Counter to self and all ORCHIS allies. Level Required: 65  t4 confidence 52.6%"
Sentry,passive,Exposed,ally,"Meteoric Crash  Clear all Barrier on all enemies.
Flip all negative effects to positive effects for self and all allies.
Flip all positive effects to negative effects for all enemies.

Attack all enemies for 500% Piercing.

Reduce the duration of the following by 2 on self and all allies: Darkness, Exposed, and Vulnerable.

This character loses 10% of their Max Health and their Max Health is reduced by the same amount.

This is Unavoidable and cannot be blocked or counterattacked. Level Required: 70  t4 confidence 85.7%"
Sentry,ultimate,Epic,enemy,"Exploding Sun  Gain Offense Up.
Attack all enemies for 370% Piercing + apply Heal Block.

Flip 2 random negative effects into positive effects for self and all allies.
Clear all Battlefield Effects on the enemy side.

This character loses 5% of their Max Health and their Max Health is reduced by the same amount.

In CRUCIBLE:
 > Before this attack, reduce the duration of all positive effects on all enemies by 3.
 > Apply Ability Block for 1 turn and Blind for 2 turns to primary target.
 > Apply Ability Block to 2 random EPIC or LEGENDARY enemies, prioritizing enemies with the highest Damage.
 > Apply Trauma to all enemies.

This attack is Unavoidable, cannot be blocked, and gains 500% Extra Focus. Level Required: 68  t4 confidence 83.2%"
Sentry,ultimate,Legendary,enemy,"Exploding Sun  Gain Offense Up.
Attack all enemies for 370% Piercing + apply Heal Block.

Flip 2 random negative effects into positive effects for self and all allies.
Clear all Battlefield Effects on the enemy side.

This character loses 5% of their Max Health and their Max Health is reduced by the same amount.

In CRUCIBLE:
 > Before this attack, reduce the duration of all positive effects on all enemies by 3.
 > Apply Ability Block for 1 turn and Blind for 2 turns to primary target.
 > Apply Ability Block to 2 random EPIC or LEGENDARY enemies, prioritizing enemies with the highest Damage.
 > Apply Trauma to all enemies.

This attack is Unavoidable, cannot be blocked, and gains 500% Extra Focus. Level Required: 68  t4 confidence 83.2%"
Sersi,basic,Eternal,enemy,"Sersi copies her enemies' positive effects, and when her Eternal ally Ikaris is with her, also turns those effects against them!"
Sersi,special,Eternal,enemy,"Assist/Counter Info Attack primary target for 263% damage + 17% Piercing.If Ikaris is an ally, flip 2 random positive effects to negative effects on the primary target.When forced to attack an ally, this character deals 53% damage + 3% Piercing to ETERNAL characters."
Sersi,ultimate,Eternal,enemy,"Matter Transmutation  Copy 2 random positive effects, excluding Taunt, on primary target to self.
Attack primary target for 350% damage. If Ikaris is an ally, flip 2 random positive effects to negative effects on the primary target.

Gain an Assist from a random Ikaris ally.

In ARENA or DARK DIMENSION:
 > Instead, copy all positive effects, excluding Taunt, from the target to self.
 > If Ikaris is an ally, flip all positive effects on the primary target to negative effects.

When forced to attack an ally, this character deals less damage to ETERNAL characters. Level Required: 65  t4 confidence 69.6%"
ShadowKing,basic,Astral,ally,"A vicious crime lord and powerful psychic conqueror of the Astral Plane, Amahl Farouk aka the Shadow King was the first evil Mutant a young Charles Xavier ever encountered, and Farouk's dark schemes have haunted Charles and his students ever since."
ShadowKing,basic,Conqueror,ally,"A vicious crime lord and powerful psychic conqueror of the Astral Plane, Amahl Farouk aka the Shadow King was the first evil Mutant a young Charles Xavier ever encountered, and Farouk's dark schemes have haunted Charles and his students ever since."
ShadowKing,basic,Mutant,ally,"A vicious crime lord and powerful psychic conqueror of the Astral Plane, Amahl Farouk aka the Shadow King was the first evil Mutant a young Charles Xavier ever encountered, and Farouk's dark schemes have haunted Charles and his students ever since."
ShadowKing,passive,Astral,ally,"Astral Annihilation  Reduce the duration of all negative effects on this character and each ally by 2. (Any negative effect that has a duration of 0 expires instantly, including Trauma).
Heal self and all allies for 20% of this character's Max Health.

Copy and clear all positive effects, except Taunt, from all enemies to self.

Attack all enemies for 550% damage.

In BATTLEWORLD and WAR, Prolong the duration of all negative effects by 1 for all enemies.

This attack cannot be blocked or dodged. Level Required: 80  t4 confidence 80.6%"
ShadowKing,ultimate,Astral,ally,"Shadow Ball  Apply 2 Evade and Offense Up for 2 turns to self and all ASTRAL allies.

Flip all positive effects into negative effects on primary and adjacent targets.
Attack primary target for 300% damage + apply Trauma for 2 turns, Ability Block for 1 turn, Defense Down for 2 turns.

In BATTLEWORLD and WAR, spread all negative effects, except Stun and Trauma, from the primary target to all adjacent targets.

Attack adjacent targets for 300% damage.

This attack gains +500% Extra Focus and is Unavoidable. Level Required: 78  t4 confidence 81.1%"
ShangChi,basic,Heroes for Hire,enemy,Shang-Chi is a master of martial arts who turns his enemies' strengths against them while improving his Heroes for Hire allies.
ShangChi,passive,Heroes for Hire,enemy,"Deadly Hands  Attack primary and adjacent targets for 380% damage. Heal self and all HEROES FOR HIRE allies for 50% of this character's Max Health and all other allies for 10% of this character's Max Health.
Clear all negative effects from self and all HEROES FOR HIRE allies.
Clear 1 negative effect from all other allies.
Apply +2 Counter to self and all HEROES FOR HIRE allies, up to a maximum of 5.
Fill Speed Bar by 50%.

On WAR DEFENSE:
> This attack targets the most injured, non-summoned enemy and adjacent targets, instead.
> This attack ignores Taunt and Stealth.
> Fill Speed Bar by 75% instead. Level Required: 68  t4 confidence 71.0%"
SharonCarter,basic,Legendary,ally,"Niece of the legendary Peggy Carter, Sharon Carter uses her covert weapons training to disable the enemy through negative status effects."
Shatterstar,basic,Champion,ally,"Champion gladiator from the future of Mojoworld, Shatterstar uses his expert swordsmanship and mutant powers as X-Factor's offensive powerhouse."
Shatterstar,basic,Mutant,ally,"Champion gladiator from the future of Mojoworld, Shatterstar uses his expert swordsmanship and mutant powers as X-Factor's offensive powerhouse."
Shatterstar,basic,X-Factor,ally,"Champion gladiator from the future of Mojoworld, Shatterstar uses his expert swordsmanship and mutant powers as X-Factor's offensive powerhouse."
Shatterstar,passive,X-Factor,enemy,"Empathetic Onslaught  Attack primary target for 350% damage + Chain to 3 adjacent targets for 310% damage.

Counterattack breaks this Chain.

If Longshot is an ally, instead attack all enemies for 350% damage + Apply Defense Up for 2 turns to self and all X-Factor allies. Level Required: 70  t4 confidence 21.9%"
Shatterstar,special,X-Factor,enemy,"Twin Blades  Attack primary target for 200% damage + Bonus Attack for 150% damage.

If this character has any non-summoned X-Factor allies, Bonus Attack for 150% damage. Level Required: 65  t4 confidence 23.2%"
SheHulk,basic,Gamma,ally,"Delivering gamma-powered justice, She-Hulk applies negative effects to her foes with every smash."
SheHulk,ultimate,Gamma,enemy,"Gamma Slam  Attack primary target for 320% damage + apply Defense Down.

When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 49.5%"
SheHulk,ultimate,Retcon,enemy,"Gamma Slam  Attack primary target for 320% damage + apply Defense Down.

When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 49.5%"
ShieldDmg_AoE,passive,Minion,ally,"Airborne  Gain +50% Extra Crit chance. Nick Fury and S.H.I.E.L.D. MINION allies gain+50% Crit chance.
On WAR DEFENSE Coulson gains +50% Extra Crit chance. Level Required: 64  t4 confidence 22.0%"
ShieldDmg_AoE,passive,S.H.I.E.L.D.,ally,"Airborne  Gain +50% Extra Crit chance. Nick Fury and S.H.I.E.L.D. MINION allies gain+50% Crit chance.
On WAR DEFENSE Coulson gains +50% Extra Crit chance. Level Required: 64  t4 confidence 22.0%"
ShieldDmg_Defense,basic,S.H.I.E.L.D.,ally,S.H.I.E.L.D.'s frontline soldiers hold the line with defensive tactics and counterattacks.
ShieldDmg_Defense,passive,SUPPORT,enemy,"Fire Support  When an enemy attacks an adjacent ally, attack that enemy for 250% damage + on Crit, reduce Speed Bar by 25%. Level Required: 64  t4 confidence 21.6%"
ShieldSupport_Heal,basic,S.H.I.E.L.D.,ally,A S.H.I.E.L.D. agent trained to provide emergency medical attention in the field.
ShieldSupport_Heal,passive,Minion,ally,"Fighting Fit  On turn, 50% chance to heal most injured ally for 20% of this character's Max Health + apply Regeneration for 2 turns.

If ally is Nick Fury or S.H.I.E.L.D. MINION, then apply an additional Regeneration.
On WAR DEFENSEIf ally is Coulson, then apply an additional Regeneration. Level Required: 64  t4 confidence 31.3%"
ShieldSupport_Heal,passive,S.H.I.E.L.D.,ally,"Fighting Fit  On turn, 50% chance to heal most injured ally for 20% of this character's Max Health + apply Regeneration for 2 turns.

If ally is Nick Fury or S.H.I.E.L.D. MINION, then apply an additional Regeneration.
On WAR DEFENSEIf ally is Coulson, then apply an additional Regeneration. Level Required: 64  t4 confidence 31.3%"
ShieldSupport_Heal,ultimate,S.H.I.E.L.D.,ally,"Emergency Treatment  If Coulson is an ally and dead, Revive him with 51% Health. 20% chance to Revive dead ally with 10% Health.

Heal all allies for 1,500 Health + 15% of this character's Max Health.

If allies are S.H.I.E.L.D., then heal for an additional 20% of this character's Max Health. Level Required: 68  t4 confidence 17.7%"
ShieldSupport_Stealth,passive,Minion,ally,"Special Agent  On Spawn, apply 2 Counter to a random Nick Fury ally.

On Turn, apply Counter to 2 random Nick Fury or S.H.I.E.L.D. MINION allies or self. On WAR DEFENSE, Agent Coulson allies can gain this Counter as well.

Gain +30% Focus.
Nick Fury and S.H.I.E.L.D. MINION allies gain +30% Focus.
On WAR DEFENSE, Agent Coulson allies gain +30% Focus. Level Required: 64  t4 confidence 14.2%"
ShieldSupport_Stealth,passive,S.H.I.E.L.D.,ally,"Special Agent  On Spawn, apply 2 Counter to a random Nick Fury ally.

On Turn, apply Counter to 2 random Nick Fury or S.H.I.E.L.D. MINION allies or self. On WAR DEFENSE, Agent Coulson allies can gain this Counter as well.

Gain +30% Focus.
Nick Fury and S.H.I.E.L.D. MINION allies gain +30% Focus.
On WAR DEFENSE, Agent Coulson allies gain +30% Focus. Level Required: 64  t4 confidence 14.2%"
ShieldSupport_Stealth,ultimate,Minion,ally,"Extraction  Apply Stealth for 2 turns to the most injured non-summoned ally. If there are no non-summoned allies, apply Stealth for 2 turns to the most injured ally.
Heal that ally for 40% of this character's Max Health + Apply 3 Regeneration.

If ally is Nick Fury or a S.H.I.E.L.D. MINION, apply an additional Regeneration. On WAR DEFENSE, if that ally is Coulson, also apply an additional Regeneration. Level Required: 68  t4 confidence 5.6%"
ShieldSupport_Stealth,ultimate,S.H.I.E.L.D.,ally,"Extraction  Apply Stealth for 2 turns to the most injured non-summoned ally. If there are no non-summoned allies, apply Stealth for 2 turns to the most injured ally.
Heal that ally for 40% of this character's Max Health + Apply 3 Regeneration.

If ally is Nick Fury or a S.H.I.E.L.D. MINION, apply an additional Regeneration. On WAR DEFENSE, if that ally is Coulson, also apply an additional Regeneration. Level Required: 68  t4 confidence 5.6%"
ShieldTank_Stun,passive,Minion,ally,"S.H.I.E.L.D. Agent  When an ally drops below 50% Health, gain Taunt. If that ally is Nick Fury or a S.H.I.E.L.D. MINION, also gain Defense Up.
On WAR DEFENSE, if that ally is Agent Coulson, also gain Defense Up.

Gain +20% Block chance + 10% Block chance for each Nick Fury or S.H.I.E.L.D. MINION ally.
On WAR DEFENSE, if Agent Coulson is an ally, gain an additional +10% Block chance.
Gain +10% Block amount. Level Required: 64  t4 confidence 12.5%"
ShieldTank_Stun,passive,S.H.I.E.L.D.,ally,"S.H.I.E.L.D. Agent  When an ally drops below 50% Health, gain Taunt. If that ally is Nick Fury or a S.H.I.E.L.D. MINION, also gain Defense Up.
On WAR DEFENSE, if that ally is Agent Coulson, also gain Defense Up.

Gain +20% Block chance + 10% Block chance for each Nick Fury or S.H.I.E.L.D. MINION ally.
On WAR DEFENSE, if Agent Coulson is an ally, gain an additional +10% Block chance.
Gain +10% Block amount. Level Required: 64  t4 confidence 12.5%"
Shocker,basic,Sinister Six,enemy,Shocker uses his Tech sonic bursts to damage entire teams and strengthen his Sinister Six allies.
Shocker,basic,Tech,enemy,Shocker uses his Tech sonic bursts to damage entire teams and strengthen his Sinister Six allies.
Shocker,passive,Insidious,enemy,"Subsonic Blast  Attack primary and adjacent targets for 150% Piercing.
If this character has 2 SUPERIOR SIX or INSIDIOUS SIX allies, reduce Speed Bar by 20% for all targets.

Repeat attack using a new primary target randomly chosen from the previous secondary targets.

Repeat attack a third time using a new primary target randomly chosen from the previous secondary targets. Level Required: 70  t4 confidence 37.6%"
Shocker,passive,Superior Six,enemy,"Subsonic Blast  Attack primary and adjacent targets for 150% Piercing.
If this character has 2 SUPERIOR SIX or INSIDIOUS SIX allies, reduce Speed Bar by 20% for all targets.

Repeat attack using a new primary target randomly chosen from the previous secondary targets.

Repeat attack a third time using a new primary target randomly chosen from the previous secondary targets. Level Required: 70  t4 confidence 37.6%"
Shocker,special,Sinister Six,enemy,"Concussion Bolt  Attack primary target for 280% Piercing.

Apply Assist Now to the SINISTER SIX ally with the highest Damage. Level Required: 65  t4 confidence 33.7%"
Shocker,ultimate,Insidious,ally,"Sonic Dissonance  Generate 1 Ability Energy for self.
If this character has 2 SUPERIOR SIX or INSIDIOUS SIX allies, generate 1 Ability Energy for all SINISTER SIX allies.

Apply Offense Up for 2 turns to self and all SINISTER SIX allies.

Fill Speed Bar by 80%.

Call 1 random SINISTER SIX ally to attack the primary target.
Call 1 random INSIDIOUS SIX ally to attack the primary target. Level Required: 68  t4 confidence 36.1%"
Shocker,ultimate,Sinister Six,ally,"Sonic Dissonance  Generate 1 Ability Energy for self.
If this character has 2 SUPERIOR SIX or INSIDIOUS SIX allies, generate 1 Ability Energy for all SINISTER SIX allies.

Apply Offense Up for 2 turns to self and all SINISTER SIX allies.

Fill Speed Bar by 80%.

Call 1 random SINISTER SIX ally to attack the primary target.
Call 1 random INSIDIOUS SIX ally to attack the primary target. Level Required: 68  t4 confidence 36.1%"
Shocker,ultimate,Superior Six,ally,"Sonic Dissonance  Generate 1 Ability Energy for self.
If this character has 2 SUPERIOR SIX or INSIDIOUS SIX allies, generate 1 Ability Energy for all SINISTER SIX allies.

Apply Offense Up for 2 turns to self and all SINISTER SIX allies.

Fill Speed Bar by 80%.

Call 1 random SINISTER SIX ally to attack the primary target.
Call 1 random INSIDIOUS SIX ally to attack the primary target. Level Required: 68  t4 confidence 36.1%"
Shuri,basic,Tech,ally,A scientific genius who uses her Vibranium-powered tech to heal those in need and power up her fellow Wakandans.
Shuri,passive,War Dog,ally,"Kimoyo Healing  On WAR OFFENSE, if this character has 4 or more Charged, clear Heal Block and 3 random negative effects on self and each WAR DOG ally.

Heal the most injured ally for 20% of this character's Max Health. If that ally is WAKANDAN, clear 1 negative effect.

Then, repeat the above 4 additional times. Level Required: 70  t4 confidence 43.3%"
Shuri,ultimate,War Dog,ally,"Instant Upgrade  Apply Defense Up to self and all allies for 2 turns.

Apply +1 Charged, up to a maximum of 10, to self and all WAKANDAN allies.
On WAR OFFENSE, apply +1 Charged, up to a maximum of 10, to self and all WAR DOG allies.

Generate Ability Energy for 2 random allies. Generate Ability Energy for 4 random WAKANDAN allies. Level Required: 68  t4 confidence 38.4%"
Sif,basic,Asgard,enemy,"Shield maiden of Asgard, Sif combines counterattacks and Taunt to protect her fellow Asgardians."
Sif,ultimate,Asgardian,ally,"Shield Slam  Attack primary target for 340% damage.
Gain Taunt and 3 Counter.

Apply Defense Up to self and all HERO ASGARDIAN allies. Level Required: 68  t4 confidence 20.6%"
Sif,ultimate,Hero,ally,"Shield Slam  Attack primary target for 340% damage.
Gain Taunt and 3 Counter.

Apply Defense Up to self and all HERO ASGARDIAN allies. Level Required: 68  t4 confidence 20.6%"
